price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
5000,2007,gmc sierra 1500,good,8,gas,117000,automatic,pickup,grey,,2019-02-17,83
2700,2000,toyota camry,good,4,gas,,automatic,sedan,,,2018-06-22,19
4800,2007,honda civic,excellent,4,gas,140000,automatic,sedan,black,,2018-06-02,13
19800,2015,chevrolet silverado 1500,like new,8,gas,,automatic,pickup,,1,2019-02-12,56
3800,2006,subaru impreza,excellent,4,gas,116000,automatic,wagon,silver,1,2019-04-15,11
8450,2014,ford focus,excellent,4,gas,40522,automatic,sedan,,,2018-05-12,9
6000,2014,nissan sentra,like new,4,gas,89000,automatic,sedan,red,,2018-11-01,5
10995,2008,gmc sierra 1500,like new,8,gas,111000,automatic,truck,red,1,2018-12-04,13
6200,2014,ford taurus,excellent,6,gas,128000,automatic,sedan,silver,,2019-01-18,18
8995,2009,gmc yukon,like new,8,gas,129000,automatic,SUV,,1,2018-12-16,11
6995,2008,gmc sierra 1500,like new,8,gas,151000,automatic,truck,grey,1,2018-11-21,51
7995,2009,chevrolet silverado 1500,like new,8,gas,172000,automatic,truck,silver,1,2018-08-04,46
8995,,gmc sierra 2500hd,like new,,gas,181000,automatic,truck,red,1,2019-02-18,30
4500,2004,ram 1500,good,8,gas,,automatic,pickup,black,1,2018-09-22,6
5995,2007,chevrolet silverado 1500,good,6,gas,227000,automatic,truck,,1,2018-11-09,48
6995,2013,dodge charger,good,8,gas,179000,automatic,sedan,,,2018-11-19,24
9495,2014,ford explorer,good,6,gas,,automatic,SUV,,1,2019-01-04,21
4495,2008,ford taurus,good,6,gas,107501,automatic,sedan,black,,2018-05-30,71
5495,2008,ford taurus,good,6,gas,69000,automatic,sedan,silver,,2019-03-12,56
4995,2007,ford explorer,good,8,gas,225000,automatic,bus,white,,2018-11-02,7
5995,2008,acura tl,good,6,gas,94000,automatic,sedan,black,,2018-07-28,82
5995,2008,dodge grand caravan,good,,gas,,automatic,van,blue,,2018-11-29,20
15995,2015,ford explorer,good,6,gas,21222,automatic,other,,1,2018-10-10,42
7985,2008,jeep grand cherokee,excellent,6,gas,96283,automatic,SUV,silver,1,2019-02-01,27
21995,2017,toyota rav4,excellent,4,gas,44500,automatic,SUV,silver,1,2018-07-11,90
7500,1998,jeep wrangler,good,6,gas,137500,manual,offroad,green,1,2019-03-23,1
7499,2007,toyota camry,excellent,,gas,72982,automatic,sedan,silver,,2018-12-12,47
14799,,toyota 4runner,excellent,6,gas,127811,automatic,SUV,,1,2018-09-12,39
10799,2013,nissan rogue,excellent,4,gas,65488,automatic,SUV,,1,2018-06-23,12
9399,2012,subaru impreza,excellent,4,gas,,automatic,sedan,silver,1,2018-12-01,39
32500,2018,chevrolet silverado,new,8,gas,3396,automatic,pickup,silver,1,2018-10-09,31
8800,2006,chrysler 300,excellent,8,gas,150000,automatic,sedan,silver,,2018-09-15,38
5995,2007,toyota camry,good,4,gas,175876,automatic,sedan,grey,,2019-01-30,72
4995,2005,subaru impreza,excellent,4,gas,143412,automatic,sedan,blue,1,2019-03-24,107
4700,2008,honda accord,new,4,gas,147000,automatic,sedan,grey,,2019-03-22,42
3700,2010,nissan versa,excellent,4,gas,88000,automatic,sedan,silver,,2018-09-16,25
16500,2012,dodge charger,like new,8,gas,78000,automatic,sedan,,1,2019-04-17,19
19999,2012,ram 2500,excellent,6,diesel,154227,automatic,truck,,,2019-01-09,25
24100,2013,chevrolet silverado 1500 crew,good,8,gas,55315,other,pickup,white,1,2018-11-14,16
23999,2018,ford f-150,excellent,6,gas,18900,automatic,pickup,black,1,2019-02-27,18
12500,2015,ford f-150,excellent,6,gas,179658,automatic,pickup,white,,2018-06-28,57
8500,2002,gmc sierra,good,8,gas,123067,automatic,truck,,,2018-12-25,100
14500,2009,ford f350,excellent,8,diesel,226996,automatic,truck,white,,2018-09-10,9
16495,,cadillac escalade,excellent,8,gas,,automatic,SUV,brown,1,2019-01-15,63
4600,2009,toyota corolla,good,,gas,166000,automatic,sedan,grey,,2018-08-21,52
3500,,hyundai santa fe,excellent,6,gas,140000,automatic,SUV,grey,1,2019-03-30,52
22995,2017,subaru outback,excellent,4,gas,,automatic,SUV,blue,1,2018-12-21,17
11500,,chevrolet silverado,excellent,8,gas,,automatic,truck,white,1,2019-03-31,34
5500,2003,ram 2500,fair,8,gas,207000,automatic,truck,black,1,2018-12-04,120
2800,2001,ford f-150,excellent,,gas,180000,automatic,pickup,black,1,2018-10-10,15
5995,2013,nissan altima,good,4,gas,110547,automatic,other,black,,2018-10-02,33
24495,2017,subaru forester,excellent,4,gas,35213,automatic,SUV,grey,1,2018-10-07,22
3700,2000,ford f150,good,8,gas,,automatic,pickup,white,1,2019-03-25,19
14995,2015,chrysler 200,excellent,4,gas,,automatic,sedan,red,,2019-02-08,33
23895,2016,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,black,1,2018-11-25,48
9999,2006,chevrolet silverado 2500hd,good,8,gas,,automatic,truck,green,1,2019-01-30,58
15995,2016,ford edge,excellent,4,gas,106739,automatic,SUV,,1,2018-08-23,15
4995,2011,chevrolet colorado,good,,gas,105500,automatic,other,white,,2018-09-19,28
2500,1999,jeep cherokee,good,6,gas,253108,automatic,SUV,white,1,2019-01-29,45
3495,2005,jeep grand cherokee,good,8,gas,208712,automatic,SUV,red,1,2018-09-12,3
6995,1998,jeep wrangler,excellent,6,gas,158378,manual,SUV,red,1,2018-10-02,12
15895,2008,jeep wrangler,excellent,,gas,,automatic,SUV,black,1,2018-10-14,66
4900,2008,chevrolet malibu,excellent,4,gas,137000,automatic,sedan,,,2018-09-27,36
12900,2010,ford f-150,good,,gas,107636,automatic,pickup,black,1,2018-10-27,39
26000,2016,chevrolet silverado,excellent,8,gas,43000,automatic,truck,grey,1,2018-08-14,48
11995,2017,ford focus se,excellent,4,gas,,automatic,sedan,silver,,2018-07-31,21
27500,2017,ram 1500,good,8,gas,30394,automatic,truck,red,1,2018-07-13,79
10500,2012,toyota camry,good,4,gas,90999,automatic,sedan,black,,2019-01-26,6
17995,2014,jeep grand cherokee,good,6,gas,89852,automatic,SUV,black,1,2018-05-14,14
26995,2016,ram 1500,good,8,gas,83125,automatic,truck,black,1,2018-12-24,14
21075,2015,chevrolet colorado,good,6,gas,105616,automatic,truck,grey,1,2018-05-11,57
16995,2015,jeep cherokee,good,4,gas,65739,automatic,SUV,black,1,2018-08-08,22
11995,2014,dodge grand caravan,good,6,gas,76392,automatic,van,red,,2018-07-30,42
28760,2017,chevrolet silverado 1500,good,8,gas,51086,automatic,truck,black,1,2018-10-26,23
18995,2010,toyota tundra,good,8,gas,126578,automatic,truck,silver,1,2018-11-17,37
9995,2011,chevrolet camaro,good,6,gas,123618,automatic,convertible,red,,2018-11-01,68
12500,2010,ford f-150,excellent,8,gas,,automatic,pickup,white,,2018-10-01,11
23700,2019,nissan frontier crew cab sv,good,6,gas,12659,other,pickup,black,1,2019-01-05,45
15500,2017,chevrolet equinox,good,4,gas,70759,automatic,SUV,blue,1,2019-04-18,27
17200,2007,ram 3500,excellent,6,diesel,221360,automatic,truck,red,,2018-12-04,58
3800,2007,jeep grand cherokee,good,,gas,183000,automatic,SUV,grey,1,2018-08-19,8
15995,2014,jeep cherokee,good,4,gas,,automatic,SUV,black,1,2018-12-01,54
5900,2009,honda civic,excellent,4,gas,,automatic,sedan,grey,,2019-01-01,59
6500,2010,ford escape,excellent,6,gas,124000,automatic,SUV,grey,1,2018-06-17,22
6995,2011,chrysler 200,good,4,gas,86035,automatic,convertible,silver,,2018-07-05,5
3850,2005,jeep grand cherokee,good,8,gas,180000,automatic,SUV,green,1,2019-04-01,48
8000,2011,kia sorento,excellent,4,gas,122849,automatic,SUV,black,,2018-12-06,1
21250,2013,ram 1500,excellent,8,gas,63000,automatic,pickup,grey,1,2018-07-21,31
4350,2008,jeep grand cherokee,excellent,6,gas,185,automatic,SUV,black,1,2018-09-13,21
10500,2013,volkswagen passat,excellent,4,diesel,63458,automatic,sedan,blue,,2018-07-30,44
6400,2008,ford f-150,excellent,8,gas,,automatic,truck,white,,2018-08-30,17
8000,2010,buick enclave,excellent,6,gas,104,automatic,SUV,red,,2019-03-04,49
28995,2017,toyota tacoma,good,6,gas,,automatic,truck,white,1,2018-08-23,52
2450,1994,ford f350,good,8,gas,,automatic,truck,red,,2018-12-01,23
8750,,ford econoline,excellent,8,gas,105900,automatic,van,white,,2018-05-15,11
1999,2010,chevrolet silverado 1500,excellent,8,gas,,automatic,truck,silver,,2018-10-25,76
5995,2012,volkswagen jetta,excellent,4,gas,,automatic,sedan,black,,2018-09-25,10
3995,,chevrolet suburban,good,8,gas,151673,automatic,SUV,,,2019-04-17,27
1500,2013,dodge charger,excellent,6,gas,164,automatic,sedan,grey,,2018-11-15,69
16495,,cadillac escalade,excellent,6,gas,91336,automatic,SUV,blue,1,2018-09-13,54
25950,2010,ford f350,excellent,8,diesel,103552,automatic,truck,white,1,2018-08-21,42
35000,2018,chevrolet silverado,excellent,8,gas,28200,automatic,truck,white,1,2019-02-07,35
5750,2006,nissan frontier,good,6,gas,162793,automatic,truck,black,,2019-03-23,27
3250,2004,honda accord,like new,6,gas,170000,automatic,sedan,silver,,2018-10-15,12
3800,2006,jeep grand cherokee,fair,6,gas,151900,automatic,SUV,,1,2018-08-20,8
4800,2010,chevrolet malibu,good,4,gas,107000,automatic,sedan,silver,,2019-02-26,56
18400,2013,toyota tundra,good,8,gas,75300,automatic,pickup,black,,2018-12-26,83
16395,2017,ford escape,excellent,4,gas,44227,automatic,SUV,blue,1,2019-02-09,55
3500,2006,chevrolet impala,like new,,gas,93000,automatic,sedan,,,2018-09-16,60
2700,2005,ram 1500,salvage,8,gas,221184,automatic,pickup,black,1,2018-05-15,34
12995,2007,chevrolet tahoe,good,8,gas,145129,automatic,SUV,silver,,2019-01-12,30
6450,2002,ford mustang,good,8,gas,133544,manual,convertible,black,,2018-10-14,4
7950,2014,ford escape,excellent,4,gas,,automatic,SUV,,,2018-07-28,7
44000,2018,ram 3500,excellent,6,diesel,16000,manual,truck,white,1,2018-07-28,26
9000,2010,buick enclave,excellent,6,gas,,automatic,SUV,black,,2019-04-08,37
16444,2017,nissan rogue,excellent,4,gas,48161,automatic,SUV,green,1,2018-10-26,38
4200,2006,ford fusion,like new,4,gas,70000,automatic,sedan,,,2018-07-09,43
26990,2015,chevrolet suburban,excellent,8,gas,115257,automatic,SUV,custom,1,2018-08-03,53
1600,2003,ford expedition,good,8,gas,203000,automatic,SUV,red,1,2018-06-17,48
6995,2016,ford focus,excellent,4,gas,86819,automatic,sedan,silver,,2018-06-12,38
3800,2012,nissan versa,good,4,gas,131400,automatic,sedan,,,2018-06-17,8
11500,1999,jeep wrangler,good,4,gas,123000,manual,convertible,green,1,2018-12-20,109
33900,2012,chevrolet suburban,good,8,gas,17312,automatic,SUV,black,1,2018-12-20,34
14000,,nissan maxima,like new,6,gas,29582,automatic,sedan,black,,2019-02-12,71
2500,,dodge grand caravan,good,6,gas,197000,automatic,SUV,white,,2018-11-23,52
1950,2003,ford ranger,good,6,gas,,automatic,pickup,white,1,2018-11-12,27
15250,2005,ford f350,excellent,8,diesel,147200,automatic,truck,red,1,2019-01-20,85
3850,1999,toyota 4runner,good,6,gas,200782,automatic,SUV,black,,2019-01-02,61
12900,2010,ford f-150,excellent,8,gas,194411,automatic,truck,red,1,2018-07-15,42
23995,2016,chevrolet silverado 1500,excellent,8,gas,93068,automatic,truck,black,1,2018-06-07,23
2995,2002,ford mustang,good,,gas,105178,automatic,coupe,red,,2019-03-15,33
21000,2015,jeep grand cherokee,like new,,gas,75000,automatic,hatchback,grey,,2018-10-05,12
4995,2010,ford focus se,excellent,,gas,106600,automatic,sedan,grey,,2018-08-26,10
8450,2014,ford focus,excellent,4,gas,40522,automatic,sedan,white,,2018-08-20,11
3900,2007,jeep liberty,like new,6,gas,144707,automatic,SUV,white,1,2018-11-23,42
6800,2010,nissan murano,good,6,gas,159000,automatic,SUV,white,,2018-06-14,6
4500,1998,ford f-250,good,6,gas,126760,automatic,truck,custom,,2018-06-16,47
5500,,hyundai elantra,excellent,4,gas,108500,automatic,sedan,silver,,2019-03-23,25
27800,2016,chevrolet silverado 1500,excellent,8,gas,23680,automatic,truck,black,1,2018-11-15,47
31900,2015,gmc sierra 1500,excellent,8,gas,58500,automatic,truck,black,1,2019-03-23,13
1400,2005,chevrolet impala,fair,4,gas,144000,automatic,sedan,white,,2019-04-03,30
44950,2016,ford f350 super duty,like new,,diesel,61578,automatic,pickup,black,1,2019-03-03,35
4995,2004,toyota tundra,fair,8,gas,264280,automatic,pickup,silver,1,2018-07-04,69
6200,2001,chevrolet silverado,good,8,diesel,365411,automatic,truck,black,1,2019-04-18,17
22975,2012,ram 2500,excellent,6,diesel,119546,automatic,pickup,white,1,2018-11-08,76
11800,2012,ford f-250,good,8,gas,146800,automatic,pickup,,1,2019-04-08,16
16995,2013,toyota highlander,excellent,6,gas,100806,automatic,SUV,black,1,2018-12-29,60
4800,2006,chevrolet suburban,excellent,,gas,218883,automatic,SUV,brown,,2019-04-12,50
5250,1995,jeep wrangler,good,4,gas,178679,manual,offroad,,1,2018-05-26,62
1695,,honda odyssey,good,,gas,318601,automatic,mini-van,red,,2018-08-27,27
5995,2013,kia soul,excellent,4,gas,119000,automatic,wagon,,,2018-12-19,92
4900,2006,chevrolet trailblazer,good,6,gas,149000,automatic,SUV,blue,1,2019-02-19,27
11495,2014,ford fusion se,excellent,4,gas,57647,automatic,sedan,silver,,2018-05-09,31
7400,2008,chevrolet silverado 2500hd,excellent,8,diesel,328753,automatic,truck,,,2018-08-04,37
17700,2006,ram 2500,excellent,6,diesel,144110,automatic,truck,red,1,2018-10-16,21
24700,2017,chevrolet traverse,excellent,6,gas,27792,automatic,SUV,silver,,2019-03-05,6
19990,2010,jeep wrangler,excellent,6,gas,,automatic,SUV,red,1,2018-07-09,54
13990,2016,kia soul,excellent,4,gas,,automatic,wagon,red,,2018-08-22,23
15900,2017,chevrolet cruze,excellent,4,gas,14563,automatic,sedan,red,,2018-08-18,16
16450,2017,chevrolet equinox,excellent,4,gas,,automatic,SUV,black,,2018-12-13,21
9490,,chevrolet cruze,excellent,4,gas,,automatic,sedan,red,,2018-09-22,55
12490,2014,chevrolet equinox,excellent,4,gas,60297,automatic,SUV,silver,,2018-08-15,40
13990,2015,chevrolet equinox,excellent,4,gas,,automatic,SUV,white,,2018-05-08,10
61885,2017,cadillac escalade,excellent,8,gas,,automatic,SUV,,1,2018-05-21,24
6995,2012,dodge grand caravan,good,6,gas,134113,automatic,van,black,,2019-04-05,16
20000,2014,ram 1500,like new,8,gas,63000,automatic,truck,black,,2018-05-04,8
9500,2004,ram 1500,excellent,8,gas,152000,automatic,truck,,1,2018-09-12,59
25995,2018,gmc acadia,excellent,6,gas,41322,automatic,SUV,silver,,2019-04-11,8
3500,2003,ford f-250,good,8,diesel,415500,automatic,truck,,1,2018-10-14,48
12,2018,nissan versa,new,4,gas,,automatic,sedan,silver,,2019-03-26,24
19995,2016,chevrolet silverado 1500,like new,8,gas,99000,automatic,pickup,black,,2018-10-19,73
4000,1993,ford f150,excellent,,gas,,automatic,truck,,1,2019-01-28,18
18000,2012,ford f-250 super duty,excellent,8,diesel,168000,automatic,pickup,white,1,2019-02-23,25
5500,2000,chevrolet silverado,good,8,gas,229,automatic,truck,white,,2019-04-12,48
12000,1999,ford f250 super duty,excellent,,diesel,205000,automatic,pickup,white,1,2018-05-09,21
6800,2006,ford f-250,good,8,diesel,291000,automatic,truck,,1,2018-09-14,9
25588,2015,toyota tacoma,like new,6,gas,71000,automatic,truck,,1,2018-11-15,40
22988,2017,chevrolet camaro,like new,6,gas,19732,manual,coupe,black,,2018-11-23,14
22988,,honda civic,like new,4,gas,3500,automatic,coupe,blue,,2018-06-12,56
54959,2018,chevrolet silverado 2500hd,like new,8,diesel,24500,automatic,truck,white,1,2019-02-01,39
32984,2015,chevrolet tahoe,excellent,8,gas,71000,automatic,SUV,black,1,2019-01-18,47
25956,2017,jeep wrangler,like new,6,gas,,automatic,SUV,,1,2018-08-16,46
19409,2014,chevrolet silverado,excellent,,gas,90980,automatic,truck,silver,1,2018-06-26,68
35988,2016,chevrolet silverado 3500hd,like new,8,diesel,95000,automatic,truck,white,1,2018-12-15,53
30487,2015,toyota tundra,like new,8,gas,52500,automatic,truck,silver,1,2019-03-26,14
59999,2019,chevrolet tahoe,like new,8,gas,5200,automatic,SUV,red,1,2019-02-13,12
30486,2015,toyota tundra,like new,8,gas,71000,automatic,truck,,1,2019-02-17,67
46267,2019,ford f-250,like new,8,diesel,1440,automatic,truck,,1,2019-04-11,13
39608,,chevrolet silverado 2500hd,like new,8,diesel,37392,automatic,truck,grey,1,2018-08-22,14
26588,2017,chevrolet traverse,like new,,gas,38000,automatic,SUV,black,,2019-01-14,23
26588,2014,chevrolet silverado,like new,8,gas,62464,automatic,truck,black,,2018-08-23,39
53988,2018,ram 3500,like new,6,diesel,23000,automatic,truck,,1,2018-08-25,79
3850,2009,subaru forester,excellent,4,gas,164000,automatic,wagon,brown,1,2018-09-07,14
27988,2015,toyota highlander,like new,6,gas,34000,automatic,SUV,white,,2018-05-29,33
700,2001,honda civic lx,fair,4,gas,186000,manual,sedan,silver,,2018-06-21,9
13588,2016,nissan altima,like new,4,gas,67000,automatic,sedan,black,,2018-06-15,16
35988,2019,chevrolet silverado,like new,8,gas,7000,automatic,truck,black,1,2019-02-01,116
23586,2016,ford edge,like new,6,gas,35000,automatic,SUV,white,1,2019-02-27,13
19500,2015,toyota tacoma,excellent,6,gas,78052,automatic,truck,silver,,2018-11-28,33
26588,2014,chevrolet silverado,like new,8,gas,62464,automatic,truck,black,,2019-03-19,27
23988,2015,jeep wrangler,like new,6,gas,77786,automatic,SUV,red,1,2018-07-08,40
25988,2016,chevrolet silverado,like new,,gas,54000,automatic,truck,grey,,2018-11-10,36
16588,2014,chevrolet silverado,like new,6,gas,68000,automatic,truck,brown,,2018-06-03,26
15988,2015,chevrolet equinox,like new,4,gas,24514,automatic,SUV,silver,,2018-08-22,64
14988,2010,toyota tundra,excellent,8,gas,190000,automatic,truck,silver,1,2019-01-05,21
10988,2007,chrysler 300,like new,8,gas,40000,automatic,sedan,white,,2018-05-08,50
11988,2012,ford mustang,like new,6,gas,88800,manual,coupe,red,,2019-04-17,48
32988,2016,chevrolet tahoe,like new,8,gas,74653,automatic,SUV,black,,2018-08-29,45
7988,2009,chevrolet trailblazer,excellent,6,gas,72800,automatic,SUV,white,,2018-11-11,50
14200,2007,chevrolet silverado 2500hd,good,8,diesel,235000,automatic,truck,white,1,2018-06-24,43
3500,2010,chevrolet impala,good,6,gas,91000,automatic,sedan,,,2019-01-27,13
1800,,ford focus se,good,4,gas,112000,automatic,sedan,,,2018-05-18,52
6995,2010,ford f-150,good,8,gas,223000,automatic,pickup,,1,2018-08-15,49
5199,2007,toyota camry,excellent,4,gas,114120,automatic,sedan,yellow,,2018-07-19,10
1800,2008,hyundai elantra,fair,4,gas,188000,automatic,sedan,blue,,2018-09-16,106
4600,2006,nissan murano,excellent,,gas,152000,automatic,SUV,,1,2019-04-01,57
4900,2015,nissan versa,excellent,4,gas,,automatic,hatchback,red,,2018-12-22,98
3100,2008,chevrolet impala,excellent,,gas,129000,automatic,sedan,grey,,2019-01-12,18
3100,,toyota 4runner,fair,6,gas,193521,automatic,SUV,white,,2018-07-10,42
28995,2006,ram 3500,good,6,gas,105532,other,truck,red,1,2019-02-03,90
23995,2011,ford f350,good,8,gas,190375,automatic,truck,white,1,2019-01-18,29
3900,1977,chevrolet suburban,fair,,gas,,automatic,SUV,custom,,2019-02-02,71
6995,2013,toyota prius,good,4,hybrid,150443,automatic,sedan,red,,2019-02-05,15
28000,2014,ford f350 super duty,excellent,8,gas,105000,automatic,truck,white,1,2019-02-06,68
24999,2015,ford f-150,excellent,6,gas,147000,automatic,truck,black,1,2018-10-11,11
21555,2015,chevrolet colorado,excellent,6,gas,19068,automatic,pickup,white,1,2018-10-15,34
6500,2014,chevrolet cruze,excellent,4,gas,142220,automatic,sedan,,,2018-07-03,58
13900,,nissan rogue,excellent,4,gas,107700,automatic,SUV,blue,,2018-09-27,3
17995,2009,gmc sierra 2500hd,good,8,diesel,199000,automatic,truck,white,1,2018-11-15,72
17995,2013,chevrolet suburban,excellent,8,gas,123491,automatic,SUV,black,1,2018-08-15,12
5700,2011,toyota camry,good,4,gas,171213,automatic,sedan,,,2018-05-30,73
19300,2013,chevrolet silverado 1500,excellent,8,gas,67895,automatic,truck,white,1,2019-03-28,28
26995,,ram 1500,good,8,gas,83125,automatic,truck,black,1,2019-01-25,68
3100,2011,nissan versa,excellent,4,gas,145000,automatic,sedan,silver,,2018-06-09,19
21075,2015,chevrolet colorado,good,6,gas,105616,automatic,truck,grey,1,2018-05-24,12
17995,2014,jeep grand cherokee,good,6,gas,89852,automatic,SUV,black,1,2019-04-08,9
10500,2012,toyota camry,good,4,gas,90999,automatic,sedan,black,,2018-05-10,27
28760,2017,chevrolet silverado 1500,good,8,gas,51086,automatic,truck,black,1,2018-05-11,16
9995,2011,chevrolet camaro,good,6,gas,123618,automatic,convertible,red,,2018-08-09,56
16995,2015,jeep cherokee,good,4,gas,65739,automatic,SUV,black,1,2019-02-19,68
11995,2014,dodge grand caravan,good,6,gas,76392,automatic,van,red,,2018-06-16,55
28995,2017,toyota tacoma,good,6,gas,38008,automatic,truck,white,1,2019-02-12,68
6995,2011,chrysler 200,good,4,gas,86035,automatic,convertible,silver,,2018-06-10,52
18995,2010,toyota tundra,good,8,gas,126578,automatic,truck,silver,1,2019-02-08,20
27500,2017,ram 1500,good,8,gas,30394,automatic,truck,red,1,2018-11-07,29
15500,2017,chevrolet equinox,good,4,gas,70759,automatic,SUV,blue,1,2019-01-28,5
15995,,jeep cherokee,good,4,gas,112191,automatic,SUV,black,1,2018-06-22,19
7895,2013,ford fusion se,good,4,gas,125000,automatic,sedan,blue,,2019-01-22,25
5895,2007,jeep grand cherokee,good,6,gas,136000,automatic,SUV,silver,1,2018-10-19,11
3200,2005,ford taurus,excellent,6,gas,62000,automatic,sedan,,,2019-03-24,64
2300,2005,ford f-150,good,8,gas,206000,automatic,pickup,silver,,2019-02-02,7
8995,2013,ford fusion se,excellent,4,gas,97480,automatic,sedan,grey,,2018-12-10,50
1,2003,nissan murano,fair,6,gas,174215,automatic,other,black,1,2018-10-18,24
5500,2010,toyota corolla,like new,,gas,110000,automatic,sedan,red,,2019-03-29,87
7495,2011,hyundai sonata,good,4,gas,109360,automatic,sedan,grey,,2019-01-24,18
23995,2016,chevrolet silverado 1500,excellent,8,gas,93068,automatic,truck,black,1,2019-03-03,12
18998,2017,nissan maxima,excellent,6,gas,33124,automatic,sedan,blue,,2018-06-18,9
8999,1999,ford f350 super duty,excellent,,diesel,350598,automatic,truck,,1,2018-07-07,68
10799,2007,jeep wrangler unlimited,excellent,6,gas,165855,manual,SUV,silver,,2018-09-18,31
17799,,ford f250 super duty,excellent,8,diesel,285326,automatic,truck,white,1,2019-02-24,69
9900,2002,chevrolet tahoe,excellent,8,gas,,automatic,truck,,1,2019-03-26,55
12500,2003,ram 2500,good,6,diesel,152108,automatic,truck,blue,1,2018-06-16,57
12950,2013,ford f-150,like new,6,gas,61000,automatic,truck,red,,2018-06-27,22
5500,2009,honda accord,good,4,gas,170000,automatic,sedan,silver,,2018-05-15,9
11250,2010,chevrolet silverado 1500,good,8,gas,121334,automatic,pickup,grey,1,2018-08-09,43
14500,2015,honda cr-v,good,4,gas,,automatic,SUV,grey,,2019-01-21,17
8000,2003,ford ranger,excellent,6,gas,66000,manual,pickup,red,1,2018-06-06,34
15000,2005,ford expedition,like new,8,gas,61003,automatic,SUV,green,1,2018-09-03,7
4950,2007,acura tl,good,,gas,127000,automatic,SUV,grey,,2019-01-24,15
1495,2000,honda accord,good,6,gas,220000,automatic,sedan,silver,,2018-10-03,22
20000,2005,ford f350 super duty,excellent,8,diesel,210000,automatic,pickup,,1,2018-10-20,82
6450,2008,jeep grand cherokee,excellent,6,gas,165075,automatic,SUV,silver,1,2019-03-01,10
12450,2013,chevrolet silverado 1500,excellent,8,gas,162184,automatic,truck,,1,2019-03-11,26
33300,2016,chevrolet silverado 1500 crew,good,,gas,,automatic,pickup,black,1,2018-12-17,98
13950,2015,chevrolet silverado 1500,excellent,6,gas,104421,automatic,truck,,,2018-09-05,37
5900,2007,jeep grand cherokee laredo,excellent,6,gas,,automatic,SUV,grey,1,2018-07-21,0
19950,2016,chevrolet silverado 1500,excellent,8,gas,94212,automatic,truck,white,1,2018-08-31,6
7950,2014,chevrolet malibu,excellent,4,gas,120799,automatic,sedan,white,,2019-02-16,25
14950,2013,chevrolet silverado 2500hd,excellent,8,gas,151067,automatic,truck,,1,2018-08-18,25
8450,2014,ram 3500,excellent,8,gas,200649,automatic,truck,red,,2018-05-08,16
6950,2013,ford escape,excellent,4,gas,120503,automatic,SUV,white,,2019-01-09,19
12950,2015,chevrolet silverado 1500,excellent,6,gas,91277,automatic,truck,white,,2019-02-20,8
18950,2015,ford f-150,excellent,8,gas,,automatic,truck,white,1,2018-08-04,17
10500,2016,dodge grand caravan,excellent,6,gas,82000,automatic,mini-van,silver,,2019-02-23,8
21000,2014,jeep grand cherokee,excellent,,gas,58001,automatic,SUV,silver,1,2018-05-12,48
5495,2010,ford fusion,excellent,4,gas,,automatic,sedan,white,,2018-11-29,41
4995,2011,nissan rogue,good,4,gas,126148,automatic,SUV,red,,2019-02-25,65
16690,2018,chevrolet malibu,excellent,4,gas,44116,automatic,sedan,,,2018-07-08,40
18990,2016,ford f-150,excellent,6,gas,117672,automatic,pickup,green,1,2019-03-30,6
4600,2005,cadillac escalade,good,8,gas,194500,automatic,SUV,,1,2018-10-12,59
8600,2010,jeep wrangler,good,6,gas,190000,automatic,SUV,blue,1,2019-01-29,23
14999,2010,gmc sierra,excellent,8,gas,144732,automatic,truck,,1,2018-09-07,30
6995,2008,jeep grand cherokee,good,6,gas,162811,automatic,SUV,grey,1,2019-01-17,32
28990,2018,jeep wrangler unlimited,like new,6,gas,37888,automatic,SUV,black,1,2018-06-15,18
28000,2016,chevrolet silverado,like new,8,gas,36000,automatic,pickup,silver,1,2018-09-24,55
4995,2007,chevrolet impala,good,,gas,127654,automatic,sedan,white,,2019-03-12,20
8495,2008,chevrolet silverado,good,8,gas,137787,automatic,truck,brown,,2019-02-05,70
14500,2007,ram 2500,good,6,diesel,203500,automatic,truck,black,1,2019-03-08,24
13950,2011,ram 2500,excellent,5,gas,129272,automatic,truck,white,1,2019-03-16,18
12000,,buick enclave,like new,6,gas,112600,automatic,SUV,brown,,2018-10-11,43
3995,2015,nissan altima,good,4,gas,40772,automatic,sedan,white,,2019-04-10,28
5000,1995,toyota 4runner,fair,6,gas,190000,automatic,offroad,white,1,2019-04-15,27
16990,2016,ford escape,excellent,4,gas,29714,automatic,SUV,grey,1,2019-01-12,12
4200,2007,honda odyssey,good,,gas,244300,automatic,mini-van,black,,2018-05-08,128
8000,2011,hyundai elantra,excellent,4,gas,44705,automatic,sedan,,,2018-10-03,44
9895,2012,dodge grand caravan,like new,6,gas,91498,automatic,mini-van,white,,2019-01-04,79
2959,1998,ram 1500,excellent,8,gas,,automatic,truck,red,,2018-07-25,119
22500,2010,chevrolet silverado,like new,8,gas,68500,automatic,pickup,red,1,2018-09-28,3
15500,2012,ram 1500,excellent,8,gas,88000,automatic,pickup,black,1,2018-09-22,35
14995,2012,ford f150,good,8,gas,112000,automatic,pickup,,1,2019-03-20,28
13900,2014,honda cr-v,excellent,4,gas,82890,automatic,SUV,brown,,2018-10-12,12
